country,year,morts
Japan,1925,837025.7215133477
Moldova,1926,837017.5939172441
Bangladesh,1927,837008.5585197135
Saudi Arabia,1928,836988.7298896877
Belize,1929,836983.8518934496
Mauritania,1930,836966.3748476539
Lebanon,1931,836951.2549918761
"Congo, Democratic Republic of the",1932,836904.3560861151
Libya,1933,836832.5640876965
El Salvador,1934,836816.8206178653
Saudi Arabia,1935,836796.6984795668
Namibia,1936,836780.6227480556
Italy,1937,836738.2645780676
Solomon Islands,1938,836736.7576307531
Trinidad and Tobago,1939,836731.6968560213
Cyprus,1940,836676.1452395893
Liechtenstein,1941,836666.8917848576
Vatican City (Holy See),1942,836641.124026568
Bahrain,1943,836615.2791402714
Sao Tome and Principe,1944,836573.0181871935
Italy,1945,836560.210758282
Nigeria,1946,836559.3637392133
"Congo, Democratic Republic of the",1947,836551.4926080427
Azerbaijan,1948,836551.0603076783
Moldova,1949,836544.2436239644
Gabon,1950,836536.9877602106
Laos,1951,836528.2669724735
Eritrea,1952,836528.0421018614
Central African Republic,1953,836508.6004023796
Algeria,1954,836500.1457097091
Philippines,1955,836472.3461137621
Burundi,1956,836450.4329846356
Norway,1957,836421.3130277573
Serbia,1958,836407.1822938612
Armenia,1959,836402.6651465067
Oman,1960,836384.5760101695
Tanzania,1961,836369.0667405216
Moldova,1962,836361.1741824223
Malawi,1963,836359.1731136747
Estonia,1964,836324.9672218673
Sweden,1965,836316.3796606384
Saint Lucia,1966,836285.8825404724
Argentina,1967,836249.3586610393
Bulgaria,1968,836172.2685991186
Peru,1969,836152.9126215323
Brunei,1970,836152.621949777
North Macedonia,1971,836100.7771723695
Saudi Arabia,1972,836082.3571846617
Mozambique,1973,836070.8633769942
South Sudan,1974,836026.0832363521
Portugal,1975,836024.2990588023
Uruguay,1976,836017.550428562
Sao Tome and Principe,1977,836013.3213046712
Eswatini,1978,835986.7328501466
Burkina Faso,1979,835970.2196839232
Nicaragua,1980,835951.3501053391
Somalia,1981,835951.310489704
Nigeria,1982,835930.9193633433
Saudi Arabia,1983,835920.018508479
Slovakia,1984,835905.5475899637
Ecuador,1985,835857.6417181698
Tanzania,1986,835838.4631608316
Liberia,1987,835837.2722992481
Latvia,1988,835834.6716853834
Eritrea,1989,835793.911291266
Poland,1990,835780.2496870997
Lebanon,1991,835780.1384728778
"Korea, North",1992,835747.6142629107
Ethiopia,1993,835719.5552451477
Tanzania,1994,835712.7449090449
Nicaragua,1995,835707.4024446885
Saint Lucia,1996,835620.8086272533
Iceland,1997,835617.7667121
Saint Lucia,1998,835566.463359006
Vanuatu,1999,835530.2576517788
Costa Rica,2000,835520.5787848763
Barbados,2001,835515.2505685329
Somalia,2002,835501.5087160764
Palau,2003,835500.7894990038
Costa Rica,2004,835482.860623779
Spain,2005,835471.5386778062
Chad,2006,835428.1902476219
Dominica,2007,835421.2371419217
France,2008,835411.7090471818
El Salvador,2009,835399.7412814663
Guinea,2010,835398.126891336
Kuwait,2011,835385.1371403768
Bahrain,2012,835376.1299411936
Taiwan,2013,835334.3453463403
Colombia,2014,835329.7580381543
North Macedonia,2015,835309.4766907606
Dominica,2016,835307.1953458806
Lebanon,2017,835300.4167906223
Sao Tome and Principe,2018,835295.6890840417
Honduras,2019,835295.4511994764
East Timor (Timor-Leste),2020,835291.3073671411
Yemen,2021,835285.6022995536
Saudi Arabia,2022,835263.2312886065
Samoa,2023,835254.1160958634
Cuba,1760,835249.6726206422
Burkina Faso,1761,835186.1559980747
Uzbekistan,1762,835177.8752813654
Suriname,1763,835177.7620886768
Vatican City (Holy See),1764,835172.634203856
Qatar,1765,835171.598914685
Togo,1766,835147.588913731
Estonia,1767,835145.6500466734
Central African Republic,1768,835072.9180086023
"Congo, Republic of the",1769,835071.9345952233
Nigeria,1770,835058.6656309513
Tunisia,1771,835049.6663469862
Bangladesh,1772,835044.9964473586
Latvia,1773,835040.4141839542
Kenya,1774,835036.8575574287
Qatar,1775,835020.9310245891
Greece,1776,834988.0299311967
Afghanistan,1777,834960.7508752991
Croatia,1778,834959.2419672909
Venezuela,1779,834958.3951494842
Tonga,1780,834949.3531761821
Greece,1781,834936.1995232626
Central African Republic,1782,834921.5788930452
Vanuatu,1783,834920.706925906
Romania,1784,834890.7033536448
France,1785,834853.8710067817
Armenia,1786,834851.6030854136
Jordan,1787,834834.7186892644
Mauritius,1788,834794.6294056487
Mongolia,1789,834760.3830766509
Bangladesh,1790,834746.8932926928
Guinea-Bissau,1791,834721.6817193142
Comoros,1792,834717.0830251636
Mongolia,1793,834704.6505508864
Marshall Islands,1794,834690.426129439
Montenegro,1795,834690.1509267549
Djibouti,1796,834684.813997889
Slovenia,1797,834675.9696504502
Somalia,1798,834657.8584532028
North Macedonia,1799,834629.1499469643
Turkmenistan,1800,834623.7194381715
Indonesia,1801,834613.6344390527
Marshall Islands,1802,834612.9350595021
Moldova,1803,834590.5692663647
Oman,1804,834582.8610108546
United Arab Emirates,1805,834576.5476102189
Burundi,1806,834556.2914146867
Haiti,1807,834534.0939517472
Uruguay,1808,834532.0907781818
Antigua and Barbuda,1809,834526.9090181481
Brazil,1810,834510.3392998899
Algeria,1811,834487.4300709012
Iran,1812,834484.5506197384
Sudan,1813,834482.3640244583
"Korea, North",1814,834476.2584689184
Ecuador,1815,834454.8087283301
Vanuatu,1816,834454.5472114095
Paraguay,1817,834433.7303681631
Lesotho,1818,834406.6731811886
Bulgaria,1819,834362.405072279
Grenada,1820,834351.645156459
Tunisia,1821,834342.7972330675
Belize,1822,834311.5806119567
Solomon Islands,1823,834305.4948225708
"Micronesia, Federated States of",1824,834295.4667008555
Lesotho,1825,834293.3164473639
Nicaragua,1826,834258.5242573476
Slovenia,1827,834251.3040782157
Oman,1828,834204.5785377978
Mauritania,1829,834192.6755258085
France,1830,834147.3410544978
Chile,1831,834134.7310815582
Mauritius,1832,834116.0921074066
Saint Vincent and the Grenadines,1833,834115.6108262591
Costa Rica,1834,834094.1601311727
Saint Lucia,1835,834034.1089985225
Japan,1836,834028.5402419155
Guatemala,1837,834025.5427988669
Nigeria,1838,833994.1045541052
Guyana,1839,833968.1798564382
Norway,1840,833942.8384090955
Tajikistan,1841,833926.899583922
"Congo, Democratic Republic of the",1842,833920.5468362308
Niger,1843,833881.596836051
Haiti,1844,833782.2932060934
Vietnam,1845,833767.8128129067
Czech Republic,1846,833743.2375349429
Cameroon,1847,833729.0621400216
Guinea-Bissau,1848,833708.4744418025
Vatican City (Holy See),1849,833695.6967523075
Rwanda,1850,833670.1978697754
Moldova,1851,833664.4651910323
Saint Kitts and Nevis,1852,833653.6893133764
Uganda,1853,833646.4723295653
Tonga,1854,833646.1553969122
Turkmenistan,1855,833627.0266124269
Lithuania,1856,833573.6567579828
Uruguay,1857,833559.6396976421
Guinea,1858,833520.9146063986
Slovenia,1859,833505.5734779761
Eritrea,1860,833504.3599342753
Saint Kitts and Nevis,1861,833448.2374723956
Zimbabwe,1862,833425.7459724712
Qatar,1863,833391.555190098
Liberia,1864,833375.7143135972
Turkey,1865,833356.7619792143
Nigeria,1866,833220.2106232519
Switzerland,1867,833213.1891187964
Belize,1868,833208.3397255273
Ukraine,1869,833193.9345713095
Eritrea,1870,833146.1620823266
Libya,1871,833130.3486485819
San Marino,1872,833121.8636372524
Yemen,1873,833110.6864820834
Bulgaria,1874,833082.0949293191
Netherlands,1875,833051.8884790286
United Kingdom,1876,833012.0664890605
Marshall Islands,1877,832971.3998220667
Kazakhstan,1878,832954.58416333
Andorra,1879,832929.6668168833
Saint Vincent and the Grenadines,1880,832925.1116931117
Yemen,1881,832894.572487412
Sierra Leone,1882,832885.7547329009
Iraq,1883,832877.9725306358
Ethiopia,1884,832870.469655336
Liberia,1885,832830.9467500903
Azerbaijan,1886,832798.4832738902
Dominican Republic,1887,832705.0833770914
South Africa,1888,832700.6179858594
United Kingdom,1889,832676.8330840555
Croatia,1890,832628.9552774089
Mauritania,1891,832616.112014174
Ireland,1892,832611.1174529605
Argentina,1893,832604.7551247287
Ukraine,1894,832598.1635360582
Dominica,1895,832576.4454772783
Gambia,1896,832567.006824228
Slovakia,1897,832564.821997061
Croatia,1898,832549.6884959552
Peru,1899,832519.6155629621
Peru,1900,832508.5587606288
United Arab Emirates,1901,832482.4167922447
Maldives,1902,832471.9801986212
Saint Kitts and Nevis,1903,832459.8247590838
Zambia,1904,832453.3577702926
Russia,1905,832439.108167591
Brazil,1906,832395.7549892511
Monaco,1907,832380.873695184
Seychelles,1908,832365.0650329228
Iraq,1909,832365.0240610125
Kyrgyzstan,1910,832358.8999753261
Liberia,1911,832299.3292539092
Lithuania,1912,832265.7873869829
Togo,1913,832257.6464868435
Bolivia,1914,832232.1689581096
Luxembourg,1915,832225.2496645282
Cabo Verde,1916,832192.926736099
Switzerland,1917,832157.7754811184
Burundi,1918,832149.8159339012
Bahrain,1919,832132.0022944582
Ghana,1920,832121.5375086224
Libya,1921,832117.8595188056
Cuba,1922,832096.835553521
Fiji,1923,832090.9793744222
"Micronesia, Federated States of",1924,832077.1818042848
Portugal,1925,832039.9928832467
Libya,1926,832008.1566771425
Montenegro,1927,831990.1962498243
Romania,1928,831937.1031245848
Bulgaria,1929,831912.1380907092
Bosnia and Herzegovina,1930,831885.0083402494
Myanmar (Burma),1931,831879.8712168778
Taiwan,1932,831878.1818683794
India,1933,831856.1424724741
Ireland,1934,831849.6360985131
Finland,1935,831804.1045149416
Ukraine,1936,831795.357925913
Mauritania,1937,831769.9320219202
Moldova,1938,831763.6285981379
Ghana,1939,831735.3784462025
Guinea,1940,831700.2075794945
Andorra,1941,831662.3743395116
Somalia,1942,831660.4805645547
Montenegro,1943,831648.8601632427
Malta,1944,831638.1676461393
Ukraine,1945,831633.118036512
Hungary,1946,831631.0387620762
Gabon,1947,831593.5450947869
Finland,1948,831593.3622324591
Austria,1949,831593.0829198608
Israel,1950,831569.4939606572
Botswana,1951,831562.2725696566
Iceland,1952,831543.9484885713
Dominican Republic,1953,831514.6859443502
Grenada,1954,831502.8811033096
"Micronesia, Federated States of",1955,831485.6791310052
Denmark,1956,831459.7095348757
Kosovo,1957,831424.8029904296
Saudi Arabia,1958,831330.2975515955
Jordan,1959,831322.1344880406
Montenegro,1960,831317.5241307319
Switzerland,1961,831282.7993862493
Saint Kitts and Nevis,1962,831278.4283808671
Turkmenistan,1963,831271.2302472569
Belize,1964,831270.7575002132
Malawi,1965,831245.6788994839
Vanuatu,1966,831223.485273481
Belize,1967,831223.3074359338
Azerbaijan,1968,831200.9066478306
Liechtenstein,1969,831199.4727211368
Spain,1970,831194.1316987837
Czech Republic,1971,831181.9688657012
Portugal,1972,831172.1439577723
Honduras,1973,831085.4445737036
"Congo, Democratic Republic of the",1974,831025.6651860782
Latvia,1975,831005.5544081156
Equatorial Guinea,1976,831002.815003031
South Africa,1977,830955.6704617788
Afghanistan,1978,830926.9269950025
Nicaragua,1979,830914.2632686223
United Kingdom,1980,830899.6818554027
"Congo, Republic of the",1981,830883.2701125382
Saudi Arabia,1982,830882.3168906915
Cameroon,1983,830878.9630898471
Bangladesh,1984,830847.6692878194
Austria,1985,830823.2400040587
Nicaragua,1986,830812.3601075966
Eritrea,1987,830786.7894228459
Montenegro,1988,830785.0162651048
Thailand,1989,830771.8620290001
Seychelles,1990,830735.0767869576
Luxembourg,1991,830656.8671680184
Barbados,1992,830653.4927712892
Antigua and Barbuda,1993,830645.3281889354
"Korea, North",1994,830630.0701734019
Ghana,1995,830624.4647468502
Spain,1996,830548.0052548486
Denmark,1997,830484.0717464566
Guyana,1998,830474.82023432
Norway,1999,830430.8406307993
United Kingdom,2000,830423.107658248
India,2001,830341.4752084274
Laos,2002,830338.0308931469
San Marino,2003,830320.1561230652
Panama,2004,830291.5276548953
Bhutan,2005,830278.6246784
Dominica,2006,830246.4675544751
Somalia,2007,830189.4962576233
Syria,2008,830177.7929612211
Monaco,2009,830150.8020827523
Mexico,2010,830144.1976111307
Thailand,2011,830129.0437996788
South Africa,2012,830113.5139281064
Slovenia,2013,830080.7224006756
Sweden,2014,830044.2080219532
Eritrea,2015,830015.660347474
Turkey,2016,829983.8251350556
"Congo, Republic of the",2017,829948.1954708124
Belize,2018,829925.2273547478
"Micronesia, Federated States of",2019,829897.181581137
Saint Lucia,2020,829872.07077152
Qatar,2021,829867.1166994097
Montenegro,2022,829864.4815998719
Jordan,2023,829858.651964868
Bosnia and Herzegovina,1760,829850.4390224179
San Marino,1761,829819.247820865
Malta,1762,829771.7548582014
Laos,1763,829758.7185867904
Iraq,1764,829744.5350300361
Saint Vincent and the Grenadines,1765,829740.7115850959
Sierra Leone,1766,829719.6518662359
Tonga,1767,829676.5609245234
Nauru,1768,829646.359910429
Honduras,1769,829633.9300255287
Latvia,1770,829631.4311651977
Montenegro,1771,829620.0996418956
Zambia,1772,829619.4846966207
Bahrain,1773,829609.3162807167
Maldives,1774,829590.1590768009
Bosnia and Herzegovina,1775,829588.918575801
Uzbekistan,1776,829555.7160969009
Iran,1777,829545.465191695
Brazil,1778,829530.255552131
Benin,1779,829528.1609109689
Bahamas,1780,829523.1294541897
Burkina Faso,1781,829503.3570771774
Netherlands,1782,829475.367969285
El Salvador,1783,829468.7535551983
Rwanda,1784,829463.042201405
Suriname,1785,829455.1570673125
Mexico,1786,829407.2084645601
Bolivia,1787,829396.3595036505
Kuwait,1788,829389.8802772443
Bahrain,1789,829361.9174832625
Cyprus,1790,829360.3819964477
Afghanistan,1791,829345.5704571548
Ireland,1792,829296.6348117635
Nauru,1793,829288.6843943212
Angola,1794,829267.199842349
Central African Republic,1795,829255.392511271
Sudan,1796,829244.9574095792
Angola,1797,829205.2283829112
Canada,1798,829200.3880154806
Canada,1799,829196.181700881
Mozambique,1800,829163.5100716987
Djibouti,1801,829154.4273570338
Benin,1802,829153.6998970576
Mauritania,1803,829143.8496384327
Liberia,1804,829060.0180777942
Benin,1805,829054.7985691609
Turkey,1806,829052.3455780068
Switzerland,1807,829048.446683711
Angola,1808,829047.4562608519
Ghana,1809,829032.1462332583
Laos,1810,829023.2868524176
Brunei,1811,828994.3457197221
Canada,1812,828967.7226424784
Syria,1813,828958.0770717432
Rwanda,1814,828951.3308417759
North Macedonia,1815,828917.7504366274
San Marino,1816,828883.4824864232
Croatia,1817,828881.4900522879
Fiji,1818,828836.1628535808
Turkey,1819,828805.7291819502
San Marino,1820,828768.6358241064
Spain,1821,828759.8185261668
Singapore,1822,828739.9907188999
Moldova,1823,828739.8500455209
Kuwait,1824,828710.812089229
Albania,1825,828710.2469119462
Sri Lanka,1826,828694.9019265196
Maldives,1827,828667.177536843
Namibia,1828,828663.5670733006
Sri Lanka,1829,828659.8376971241
Austria,1830,828602.586731364
Equatorial Guinea,1831,828570.425147904
Bulgaria,1832,828545.3840630099
Iraq,1833,828540.4158520178
Saint Kitts and Nevis,1834,828538.829572736
United Arab Emirates,1835,828503.2258304332
France,1836,828500.1005124187
Zimbabwe,1837,828498.2602111619
Eritrea,1838,828481.3780419627
Lithuania,1839,828435.9265070228
El Salvador,1840,828413.935373289
Liberia,1841,828413.1428424417
Cameroon,1842,828397.4225555548
Italy,1843,828386.6738978607
Fiji,1844,828384.342745992
South Africa,1845,828366.2877998168
Honduras,1846,828346.6727530106
Thailand,1847,828340.070609092
Barbados,1848,828266.0053684963
Rwanda,1849,828252.612169924
Burundi,1850,828217.6684296848
Rwanda,1851,828201.5153973268
Guinea,1852,828199.38573592
Nicaragua,1853,828151.7278612022
Serbia,1854,828132.3352420996
Estonia,1855,828107.6457855002
El Salvador,1856,828083.453116543
Syria,1857,827964.8411733804
Pakistan,1858,827949.8096183786
Canada,1859,827934.758526839
Belgium,1860,827921.5794331473
Palau,1861,827919.7337134934
Cameroon,1862,827893.7507541765
Vatican City (Holy See),1863,827885.7933458282
Togo,1864,827870.3620587994
Canada,1865,827858.585825879
Mauritius,1866,827852.4649298987
Saudi Arabia,1867,827828.6020298636
Latvia,1868,827826.6498513508
Paraguay,1869,827822.6107164257
United Kingdom,1870,827792.4985873806
Myanmar (Burma),1871,827780.7873269717
Algeria,1872,827772.4652928036
Paraguay,1873,827706.2047385151
Algeria,1874,827692.0570997556
Togo,1875,827688.152522653
Mauritius,1876,827678.8298125289
Nigeria,1877,827677.1057378368
North Macedonia,1878,827636.9662845883
Vatican City (Holy See),1879,827635.1360966534
Vatican City (Holy See),1880,827633.8096368387
Guinea-Bissau,1881,827518.3936180811
Laos,1882,827518.3870006808
Paraguay,1883,827509.0973172435
Andorra,1884,827502.8113478362
Belarus,1885,827474.9856938532
Seychelles,1886,827455.2714393849
Norway,1887,827398.0186444131
United Arab Emirates,1888,827393.8343702911
Bahrain,1889,827377.1825479632
Cyprus,1890,827370.1355568888
Venezuela,1891,827335.6711962908
Belize,1892,827334.5379029867
Egypt,1893,827327.6440839784
Tonga,1894,827311.2201310411
East Timor (Timor-Leste),1895,827294.8183336993
Eritrea,1896,827281.9916506417
Haiti,1897,827259.7842715138
Fiji,1898,827237.2757834562
Syria,1899,827225.6623947831
Egypt,1900,827225.2816461022
Fiji,1901,827152.5687443484
Senegal,1902,827137.21183225
New Zealand,1903,827102.9655805621
Croatia,1904,827095.0962580031
Kyrgyzstan,1905,827064.3830201408
Nauru,1906,827054.1140467344
Mozambique,1907,827044.7525564169
Papua New Guinea,1908,827021.2905150357
Ukraine,1909,826975.8509806383
Belarus,1910,826950.2113918557
Ireland,1911,826947.6006710898
South Africa,1912,826916.1705214606
Samoa,1913,826890.8227655262
Slovenia,1914,826863.3352002802
Jordan,1915,826811.4515244599
Albania,1916,826810.4221826096
Kiribati,1917,826808.2639896214
Malaysia,1918,826804.4329844067
Tuvalu,1919,826802.4995153488
Gambia,1920,826792.0308046106
Comoros,1921,826713.2175831763
United Kingdom,1922,826696.5056099569
Slovenia,1923,826696.1271449164
Morocco,1924,826695.2169428081
Indonesia,1925,826684.0539303257
Liechtenstein,1926,826678.0142762238
Somalia,1927,826676.2828433185
Ireland,1928,826664.4734606465
Iran,1929,826654.2047806424
Iran,1930,826621.7059471242
Burkina Faso,1931,826585.6706007707
Jordan,1932,826582.6815155523
Syria,1933,826576.4374507507
Bhutan,1934,826563.9278957292
Eritrea,1935,826561.3135608278
Canada,1936,826534.0485143106
Iceland,1937,826481.1914671825
Solomon Islands,1938,826453.5940788705
Cabo Verde,1939,826437.1369676298
Saint Kitts and Nevis,1940,826389.7375672027
Cuba,1941,826366.4668344012
Iran,1942,826364.5001008911
Russia,1943,826361.039263175
"Korea, South",1944,826347.8276400148
Paraguay,1945,826319.2083172455
Mali,1946,826286.3080383854
Panama,1947,826282.7363121526
Singapore,1948,826279.1905813072
Sri Lanka,1949,826277.347280459
Turkey,1950,826247.9949404473
Haiti,1951,826214.5432716224
Liberia,1952,826206.3312682047
Jamaica,1953,826206.1615649201
Niger,1954,826203.156773414
Kazakhstan,1955,826191.0980684131
Kenya,1956,826185.5278824974
Iraq,1957,826178.188599084
Argentina,1958,826157.3517834678
Palau,1959,826135.9587308163
Finland,1960,826126.809482042
Syria,1961,826099.363400418
Bahamas,1962,826090.3051276888
Suriname,1963,826046.5617297988
Central African Republic,1964,826023.0337525399
Djibouti,1965,826012.0339844245
Chad,1966,826007.1844320272
Niger,1967,826002.2556143395
Mozambique,1968,825998.8075990328
Argentina,1969,825965.9527488009
Botswana,1970,825965.4852592181
Spain,1971,825947.1362345977
Cyprus,1972,825930.4084438402
Iraq,1973,825887.7044350723
Bosnia and Herzegovina,1974,825868.1411959564
Eswatini,1975,825866.3018203987
"Korea, North",1976,825837.06848084
Peru,1977,825805.0025729567
Cyprus,1978,825786.3272891298
Sudan,1979,825780.9703060425
Saint Vincent and the Grenadines,1980,825770.0672615431
Jordan,1981,825755.0213361995
Peru,1982,825749.4866526597
Azerbaijan,1983,825718.0639859436
El Salvador,1984,825697.5496850663
Mozambique,1985,825646.889278094
Trinidad and Tobago,1986,825626.2239116259
Mongolia,1987,825610.2209866513
Tonga,1988,825609.9775628818
Madagascar,1989,825603.8344920916
Zambia,1990,825597.2573056723
Gambia,1991,825596.6501823396
Cuba,1992,825571.9824140315
"Congo, Republic of the",1993,825551.3446344461
Guinea,1994,825539.1054485929
Venezuela,1995,825534.093640975
Barbados,1996,825517.9995959016
Tajikistan,1997,825516.7440791865
Burundi,1998,825511.1756991937
Colombia,1999,825424.646837605
Oman,2000,825375.2832247713
Haiti,2001,825295.8860566231
Cyprus,2002,825294.9551306735
Ukraine,2003,825278.9425557028
Australia,2004,825265.5679456872
Cyprus,2005,825248.0177202403
Monaco,2006,825240.5686013668
Libya,2007,825227.309532001
Liechtenstein,2008,825223.2342465541
Fiji,2009,825215.2277589184
Burundi,2010,825189.8703445421
Benin,2011,825189.1441097965
Maldives,2012,825169.2810158912
Canada,2013,825138.4053357139
San Marino,2014,825120.9329702151
Montenegro,2015,825108.5488660239
Saudi Arabia,2016,825097.6274885493
Switzerland,2017,825068.6844806588
Vietnam,2018,825062.4846016483
Uruguay,2019,825037.503449249
Peru,2020,825017.7907176762
Iraq,2021,824972.6291003614
Austria,2022,824891.6553143136
Tuvalu,2023,824886.6150596598
"Congo, Republic of the",1760,824879.7160572694
Ukraine,1761,824829.046462797
Vatican City (Holy See),1762,824814.223908612
Palau,1763,824813.1046911587
France,1764,824781.9249757394
Sao Tome and Principe,1765,824773.702833197
New Zealand,1766,824770.4913407725
Togo,1767,824751.410157888
"Korea, South",1768,824735.3741986812
Libya,1769,824722.8851847606
Bosnia and Herzegovina,1770,824714.990779165
Pakistan,1771,824620.8443129247
East Timor (Timor-Leste),1772,824612.2265142618
Palau,1773,824597.5285064363
Mauritania,1774,824576.8103309564
Argentina,1775,824511.7106189285
Palau,1776,824500.5615012982
Spain,1777,824494.0951429583
Australia,1778,824479.1546362103
Monaco,1779,824467.3520309648
Eritrea,1780,824432.2325876481
Bolivia,1781,824418.010717227
Belgium,1782,824414.3561977794
Burkina Faso,1783,824411.1720504826
Paraguay,1784,824407.2052437459
Finland,1785,824405.8624718599
Iceland,1786,824382.8838796513
Georgia,1787,824379.0296854165
El Salvador,1788,824376.1027124565
Georgia,1789,824372.642755276
Malawi,1790,824370.9564092609
Zimbabwe,1791,824325.4641995374
Tunisia,1792,824321.279327534
Latvia,1793,824290.8301683163
Albania,1794,824282.2702537391
Greece,1795,824267.9833469298
Israel,1796,824219.6151344534
Sri Lanka,1797,824217.6418076942
Mexico,1798,824193.8654044844
Brazil,1799,824168.4702579402
"Korea, North",1800,824162.0250710432
Montenegro,1801,824134.5137381391
Japan,1802,824133.6378222287
Tanzania,1803,824133.6210432823
Somalia,1804,824123.7209036939
Slovakia,1805,824104.8748353069
Czech Republic,1806,824096.7427227523
Portugal,1807,824086.3008557551
Seychelles,1808,824086.0487669485
Canada,1809,824079.7765973161
Kenya,1810,824072.3506082956
Cuba,1811,824071.4170772826
Monaco,1812,824047.4703539828
Dominica,1813,824022.6361556427
Colombia,1814,824016.7898669447
Iceland,1815,823990.8777641635
Grenada,1816,823948.8558441406
Marshall Islands,1817,823940.9489418836
Cabo Verde,1818,823937.2102621548
Hungary,1819,823918.9708618484
Madagascar,1820,823917.5802793187
Lithuania,1821,823917.0383217697
Singapore,1822,823905.2585061302
Mozambique,1823,823894.4874574613
Bolivia,1824,823889.0976189526
Tanzania,1825,823877.193429671
Mali,1826,823867.6129924047
Poland,1827,823856.9445639862
Kuwait,1828,823838.1664366786
Mexico,1829,823801.8568182089
Montenegro,1830,823778.9261792037
Angola,1831,823771.7161251951
Malta,1832,823765.2372984844
Australia,1833,823755.3754563283
Nepal,1834,823727.7430545714
Nicaragua,1835,823713.4428033361
Croatia,1836,823700.3150512691
Iran,1837,823693.1222226429
Moldova,1838,823649.855250683
Iceland,1839,823607.0119250136
Taiwan,1840,823571.6929447694
Cabo Verde,1841,823569.2188338304
Sweden,1842,823552.4061451426
Tajikistan,1843,823545.4476356469
Gabon,1844,823511.1831049332
Syria,1845,823465.6285398701
South Sudan,1846,823432.8543270037
Nicaragua,1847,823429.7265526683
Seychelles,1848,823408.274398024
Antigua and Barbuda,1849,823401.6854696012
Guinea-Bissau,1850,823397.5663722239
Turkey,1851,823352.8993016477
Tajikistan,1852,823326.424110162
Bolivia,1853,823314.721294031
Oman,1854,823220.2509899982
Cyprus,1855,823140.856227558
"Korea, North",1856,823140.5413593858
Saudi Arabia,1857,823136.489560783
Vatican City (Holy See),1858,823127.8025194734
Namibia,1859,823113.6179831766
Burkina Faso,1860,823094.5257691024
Czech Republic,1861,823077.8672152093
Liechtenstein,1862,823072.7586334205
Lebanon,1863,823062.7459240898
Spain,1864,823048.0521041171
Pakistan,1865,823046.9081486874
Kyrgyzstan,1866,823016.3762339659
Indonesia,1867,822993.8342036878
Latvia,1868,822951.7325795251
Norway,1869,822951.5385081274
Myanmar (Burma),1870,822930.4123004626
Honduras,1871,822920.0798180354
Panama,1872,822917.7567003584
Bosnia and Herzegovina,1873,822913.932053303
Laos,1874,822900.0935025178
Liechtenstein,1875,822899.9814601312
Panama,1876,822854.0899781837
Netherlands,1877,822781.2045141027
Burkina Faso,1878,822771.2375158713
Eritrea,1879,822761.8037070609
Ireland,1880,822721.3592161746
Namibia,1881,822719.9982663568
Austria,1882,822704.0439073083
Russia,1883,822676.7066803494
Eswatini,1884,822660.2663964198
United Arab Emirates,1885,822632.9604853981
Cuba,1886,822629.2486458106
Gambia,1887,822628.1606396424
United Kingdom,1888,822575.8040674564
Belgium,1889,822543.1072321427
Venezuela,1890,822542.5663521751
Malaysia,1891,822524.2100106053
Papua New Guinea,1892,822511.2648020907
Mexico,1893,822510.3538760201
Vietnam,1894,822487.2442307732
Finland,1895,822478.8728851181
Chile,1896,822455.5101553401
Nepal,1897,822434.6281072402
Togo,1898,822380.37940995
United Kingdom,1899,822370.8587853188
Norway,1900,822360.092704119
East Timor (Timor-Leste),1901,822360.0439721554
Netherlands,1902,822346.5512956592
Canada,1903,822343.8738870589
Switzerland,1904,822321.5934430354
Malawi,1905,822310.2340884892
Cuba,1906,822305.6558103977
Bangladesh,1907,822282.0097940643
Kenya,1908,822261.2327169992
United Arab Emirates,1909,822242.7970142558
Belize,1910,822233.8226142281
Australia,1911,822174.6071032672
Equatorial Guinea,1912,822108.0075249212
Azerbaijan,1913,822105.1148860275
Central African Republic,1914,822002.6620723053
Zambia,1915,821989.5833540695
Kuwait,1916,821977.4490397862
Burkina Faso,1917,821931.6218533836
Turkmenistan,1918,821926.7897270906
Portugal,1919,821900.5498288474
Comoros,1920,821857.7430747431
Eswatini,1921,821843.957895235
Cabo Verde,1922,821785.3330626885
San Marino,1923,821753.0771444945
Armenia,1924,821667.8816077528
Togo,1925,821619.686294215
Barbados,1926,821596.7409287359
Indonesia,1927,821596.3256309333
Jamaica,1928,821563.0557508064
"Korea, South",1929,821545.9594650476
Bahrain,1930,821542.9688493808
Saint Lucia,1931,821542.5935108904
India,1932,821513.7451025235
Algeria,1933,821470.462310008
Togo,1934,821467.7577965292
Laos,1935,821456.0285568681
"Korea, South",1936,821397.7910815091
Palau,1937,821370.747792418
Bhutan,1938,821363.126748227
Hungary,1939,821350.7048990758
Kosovo,1940,821348.7889567488
Grenada,1941,821347.5250777144
Jordan,1942,821330.842491572
Albania,1943,821319.1154669747
Guinea-Bissau,1944,821311.4733897402
Costa Rica,1945,821301.2907796386
Sweden,1946,821245.538350668
Cyprus,1947,821155.4737960565
Ukraine,1948,821085.8716283225
Russia,1949,821081.4738698318
Saint Vincent and the Grenadines,1950,821074.3252692148
Eritrea,1951,821065.0856197727
Rwanda,1952,821063.6482905376
Rwanda,1953,821056.1553908552
Ireland,1954,821032.1057831111
New Zealand,1955,821008.856172667
Slovenia,1956,820997.1426758192
Belize,1957,820989.1595697505
Kazakhstan,1958,820975.2469098185
