country,year,morts
Benin,1776,71293
Barbados,1776,79581
Fiji,1776,65925
Samoa,1776,71269
Seychelles,1776,31954
Burkina Faso,1776,97671
Central African Republic,1776,73617
Namibia,1776,42458
Namibia,1776,90037
Peru,1776,22113
Comoros,1776,91226
Mali,1776,44939
Czech Republic,1776,30345
Greece,1776,47313
Jordan,1776,93365
Japan,1776,70166
Malaysia,1776,48861
Haiti,1776,98406
Bolivia,1776,50298
Malta,1776,48221
Ecuador,1776,45942
Pakistan,1776,4453
Albania,1776,55935
Azerbaijan,1776,44370
Colombia,1776,9328
Estonia,1776,16534
Niger,1776,86280
Guyana,1776,85925
Iraq,1776,37320
Saudi Arabia,1776,50170
Cambodia,1776,81201
Zambia,1776,9640
Montenegro,1776,92057
Moldova,1776,31049
Ireland,1776,6618
Mauritius,1776,57053
Thailand,1776,2920
Germany,1776,44937
Brazil,1776,70724
Togo,1776,13207
Israel,1776,66774
Brunei,1776,33972
Iraq,1776,11799
Grenada,1776,72088
United Kingdom,1776,29916
Vietnam,1776,71463
Nauru,1776,94500
Syria,1776,77700
Bangladesh,1776,38158
Micronesia,1776,85607
Lebanon,1776,72696
Spain,1776,62510
Bhutan,1776,59692
Serbia,1776,62744
China,1776,16810
Myanmar,1776,6126
Namibia,1776,31009
Burkina Faso,1776,91932
Tuvalu,1776,1192
Nigeria,1776,37413
Gambia,1776,13816
Jamaica,1776,40082
Bangladesh,1776,66048
Vanuatu,1776,51940
El Salvador,1776,33130
United Kingdom,1776,41142
Thailand,1776,37468
Chad,1776,31698
Albania,1776,11655
Taiwan,1776,48897
Finland,1776,31075
Eswatini,1776,10359
Kazakhstan,1776,43056
North Korea,1776,52831
Zambia,1776,60191
San Marino,1776,34272
Bosnia and Herzegovina,1776,15671
Slovenia,1776,28048
Bahamas,1776,77274
Liberia,1776,26963
Ethiopia,1776,44954
Bolivia,1776,73309
Burundi,1776,96430
Saint Kitts and Nevis,1776,1717
Nepal,1776,12676
Turkey,1776,5434
Nauru,1776,50810
Cabo Verde,1776,95636
Lithuania,1776,5994
Indonesia,1776,5234
Laos,1776,70300
El Salvador,1776,44949
Central African Republic,1776,38405
Equatorial Guinea,1776,35872
Uganda,1776,43215
Cambodia,1776,24185
Philippines,1776,44442
Japan,1776,52759
Panama,1776,42153
Albania,1776,78535
Comoros,1776,3581
Namibia,1776,52717
Ghana,1776,3763
Tonga,1776,93910
Maldives,1776,56480
Philippines,1776,39759
Kuwait,1776,77067
Papua New Guinea,1776,26307
Jamaica,1776,97371
Japan,1776,12064
Ireland,1776,77848
France,1776,38548
Zambia,1776,37945
Ireland,1776,48937
Zambia,1776,7476
Vanuatu,1776,52756
Afghanistan,1776,91101
Zimbabwe,1776,3382
Marshall Islands,1776,50683
Eswatini,1776,88999
Yemen,1776,46276
Switzerland,1776,34402
Honduras,1776,92881
Niger,1776,27946
Solomon Islands,1776,80698
North Korea,1776,74933
Philippines,1776,23335
Namibia,1776,46095
Mongolia,1776,80930
Peru,1776,28197
Japan,1776,23010
Zambia,1776,25123
Rwanda,1776,88923
Cambodia,1776,3890
Bahrain,1776,94305
Paraguay,1776,9026
South Sudan,1776,65925
Nigeria,1776,69842
Belgium,1776,34665
Djibouti,1776,10277
Lithuania,1776,43239
Guinea,1776,48664
Chile,1776,49008
Iraq,1776,15683
Burkina Faso,1776,1670
Tajikistan,1776,90211
Palau,1776,18889
Germany,1776,56612
Belize,1776,45535
New Zealand,1776,79542
North Macedonia,1776,55319
South Africa,1776,93067
Kiribati,1776,22639
Austria,1776,65712
Mexico,1776,17633
Bahamas,1776,35660
Netherlands,1776,69975
Venezuela,1776,33172
Bolivia,1776,60197
Sao Tome and Principe,1776,59847
North Macedonia,1776,12577
Syria,1776,78299
Namibia,1776,21176
Morocco,1776,45386
Saint Lucia,1776,64972
Hungary,1776,90791
Botswana,1776,42003
Botswana,1776,20996
Bhutan,1776,87598
Mozambique,1776,36931
Equatorial Guinea,1776,36710
Bahrain,1776,35693
Armenia,1776,36740
Guinea,1776,78241
Uruguay,1776,94583
Guatemala,1776,77502
Egypt,1776,18374
Croatia,1776,77674
Algeria,1776,82471
Latvia,1776,46913
Dominica,1776,67025
Slovakia,1776,45516
Equatorial Guinea,1776,88796
Rwanda,1776,27069
Fiji,1776,57233
Myanmar,1776,85811
Finland,1776,60049
Zambia,1776,40178
Kuwait,1776,33821
Jordan,1776,52727
Ecuador,1776,61935
Germany,1776,17999
San Marino,1776,63522
Latvia,1776,39712
Libya,1776,65551
Italy,1776,41172
Nigeria,1776,34722
Peru,1776,11625
Canada,1776,68165
Syria,1776,77509
Guyana,1776,7859
Malta,1776,42609
Kuwait,1776,44307
Iceland,1776,22839
Bangladesh,1776,28216
Chile,1776,53953
Tonga,1776,85481
China,1776,61593
France,1776,73075
Indonesia,1776,50522
Sri Lanka,1776,5886
Oman,1776,8485
Albania,1776,32455
Gabon,1776,17767
Gabon,1776,29453
Guinea-Bissau,1776,77280
Mauritius,1776,54442
Bangladesh,1777,52877
Cameroon,1777,13226
Latvia,1777,94405
Trinidad and Tobago,1777,23588
Serbia,1777,79976
Turkey,1777,32709
Mozambique,1777,48788
South Korea,1777,89031
Dominica,1777,38019
Czech Republic,1777,45948
Gabon,1777,66133
Armenia,1777,67458
Hungary,1777,28526
North Macedonia,1777,74493
France,1777,53198
Nigeria,1777,44395
Bangladesh,1777,25031
Singapore,1777,76542
Monaco,1777,38701
Luxembourg,1777,26939
Greece,1777,50145
Uganda,1777,21324
Sierra Leone,1777,23867
Bahrain,1777,1203
Malta,1777,17544
Uganda,1777,16899
India,1777,30063
Iraq,1777,91880
Bangladesh,1777,4748
Cameroon,1777,67629
Cuba,1777,81764
Taiwan,1777,21884
Croatia,1777,26183
Malaysia,1777,82570
Sao Tome and Principe,1777,72246
Jordan,1777,20259
Kyrgyzstan,1777,36959
Lithuania,1777,34457
Armenia,1777,86679
Micronesia,1777,3103
Malta,1777,66901
Dominican Republic,1777,45535
Israel,1777,17103
Gabon,1777,99046
Eritrea,1777,91012
Israel,1777,79278
Eswatini,1777,13391
Peru,1777,29901
Cabo Verde,1777,98537
Panama,1777,82159
Indonesia,1777,68914
Mongolia,1777,51357
South Korea,1777,87908
Haiti,1777,39437
Vietnam,1777,36503
Honduras,1777,97282
Algeria,1777,94459
Zambia,1777,76403
Gambia,1777,42258
Malta,1777,34724
Taiwan,1777,65286
Colombia,1777,75842
Vatican City,1777,15908
Mozambique,1777,93617
Myanmar,1777,51626
Cambodia,1777,38228
Vietnam,1777,24386
South Sudan,1777,47754
Slovakia,1777,29302
Finland,1777,61815
El Salvador,1777,85748
Senegal,1777,64344
Indonesia,1777,36618
Eritrea,1777,77234
Portugal,1777,62114
Azerbaijan,1777,71130
Jamaica,1777,26525
Canada,1777,80818
Mauritius,1777,15334
Dominican Republic,1777,95715
Iran,1777,63767
Tajikistan,1777,7644
Jamaica,1777,33933
Italy,1777,44469
Bhutan,1777,34687
Jamaica,1777,53656
Zimbabwe,1777,18375
Azerbaijan,1777,66206
Ethiopia,1777,97462
Turkey,1777,37607
Burundi,1777,84178
Thailand,1777,24993
Venezuela,1777,45386
Singapore,1777,47287
Eritrea,1777,87724
Monaco,1777,99132
Belarus,1777,94308
Eritrea,1777,97393
Oman,1777,77312
Palau,1777,99371
India,1777,76324
North Korea,1777,72196
Kyrgyzstan,1777,71014
Poland,1777,9210
Pakistan,1777,11922
Zimbabwe,1777,37289
Togo,1777,34340
Marshall Islands,1777,40850
Sri Lanka,1777,57984
Kyrgyzstan,1777,85178
Cyprus,1777,12094
Bolivia,1777,88959
Benin,1777,34418
Zambia,1777,6741
Kyrgyzstan,1777,73374
Turkmenistan,1777,69798
Madagascar,1777,71532
Bolivia,1777,23164
Eswatini,1777,36595
Montenegro,1777,31257
Russia,1777,15211
Myanmar,1777,96989
Nauru,1777,6232
Tajikistan,1777,68753
Qatar,1777,53691
Togo,1777,90765
Ghana,1777,80768
Botswana,1777,26613
Sweden,1777,15026
Brazil,1777,54535
Andorra,1777,95090
Lesotho,1777,31908
Montenegro,1777,53113
Senegal,1777,20610
Cambodia,1777,47646
Libya,1777,64185
Saint Vincent and the Grenadines,1777,73567
Bhutan,1777,48574
Uruguay,1777,92051
Eritrea,1777,37182
Mali,1777,1570
Panama,1777,98790
Dominica,1777,20288
Austria,1777,79824
Saudi Arabia,1777,30877
Andorra,1777,85425
Comoros,1777,1917
Sierra Leone,1777,76602
Cabo Verde,1777,96040
Niger,1777,65575
Marshall Islands,1777,73518
Croatia,1777,40104
Serbia,1777,19062
Iraq,1777,17999
Bolivia,1777,62845
United Kingdom,1777,10941
Kiribati,1777,62169
Madagascar,1777,24470
Liechtenstein,1777,60821
Liberia,1777,87669
Solomon Islands,1777,45435
Nauru,1777,5529
Tajikistan,1777,84055
Syria,1777,13192
Mexico,1777,75102
South Africa,1777,73762
Barbados,1777,87795
Eswatini,1777,35087
Laos,1777,67677
Cuba,1777,5627
Colombia,1777,57541
Turkey,1777,69226
Bulgaria,1777,4255
Dominican Republic,1777,58433
Slovenia,1777,6213
Cyprus,1777,20404
Peru,1777,26380
Hungary,1777,92056
South Korea,1777,20173
Gambia,1777,54027
Taiwan,1777,24989
Ecuador,1777,25519
Slovakia,1777,23439
Switzerland,1777,77949
Trinidad and Tobago,1777,15995
Malawi,1777,24559
Paraguay,1777,90049
Cuba,1777,6021
Tonga,1777,99000
Bolivia,1777,22119
Vanuatu,1777,52539
Micronesia,1777,95835
Zambia,1777,40350
Hungary,1777,47223
Germany,1777,26517
Tunisia,1777,79653
Albania,1777,23250
Montenegro,1777,85486
Cyprus,1777,83895
Vietnam,1777,90132
Portugal,1777,92066
Botswana,1777,67798
Colombia,1777,55199
Bolivia,1777,60546
Singapore,1777,89151
Colombia,1777,4327
Bangladesh,1777,30768
Egypt,1777,65418
Brunei,1777,95386
Benin,1777,43788
South Sudan,1777,83384
Cabo Verde,1777,47830
Poland,1777,53446
Australia,1777,16160
Trinidad and Tobago,1777,57583
Italy,1777,34998
Suriname,1777,28230
Rwanda,1777,10076
Cambodia,1777,70341
Pakistan,1777,32085
Andorra,1777,56571
Panama,1777,15715
Taiwan,1777,6750
Mexico,1777,79768
Lebanon,1777,36903
Iran,1777,73489
Nepal,1777,33093
Laos,1777,92036
Romania,1777,88954
Bulgaria,1777,35314
Lithuania,1777,49225
United Arab Emirates,1777,88985
Eswatini,1777,84014
Ukraine,1777,36179
Equatorial Guinea,1777,26338
Eswatini,1777,93435
Namibia,1777,70681
India,1777,33101
Germany,1777,3775
Thailand,1777,98183
United States,1777,46619
El Salvador,1777,46838
Ethiopia,1777,20539
El Salvador,1777,58124
Sao Tome and Principe,1777,66149
Lithuania,1777,27616
Nigeria,1777,80655
Thailand,1777,91695
Ethiopia,1777,55567
Sierra Leone,1777,38099
Libya,1777,76831
Lesotho,1777,62799
Gabon,1777,91221
Taiwan,1777,26479
India,1777,47172
Benin,1777,56863
Uganda,1777,43043
Kuwait,1777,83569
Djibouti,1777,16408
Venezuela,1777,58980
Rwanda,1777,83956
Tonga,1777,17351
Slovenia,1777,5131
Andorra,1777,45825
Nicaragua,1777,12349
Seychelles,1777,61931
Philippines,1777,45254
Liberia,1777,39225
Israel,1777,13453
Lebanon,1777,19814
Malta,1777,19263
Fiji,1777,78694
Burundi,1777,16735
Romania,1777,16830
Bangladesh,1777,48893
Sri Lanka,1777,45673
Bulgaria,1777,90462
Azerbaijan,1777,46066
Egypt,1777,4373
Cambodia,1777,11335
Tonga,1777,24741
Bosnia and Herzegovina,1777,11692
Finland,1777,48295
Jordan,1777,46541
Cameroon,1777,35057
Albania,1777,67983
Algeria,1777,20583
Guatemala,1777,23765
Ireland,1777,60287
Pakistan,1777,24906
Togo,1777,86103
Philippines,1777,80675
Oman,1777,47525
France,1777,39230
Honduras,1777,20520
Thailand,1777,86238
South Africa,1777,52934
Guinea,1777,26566
Suriname,1777,74193
Cambodia,1777,31134
Nepal,1778,11345
Bahrain,1778,42185
Madagascar,1778,93949
Syria,1778,71744
Iraq,1778,34455
Botswana,1778,29018
Cyprus,1778,55219
Venezuela,1778,46991
Morocco,1778,74616
Syria,1778,88438
Comoros,1778,10486
North Korea,1778,39862
Guatemala,1778,59870
Saint Vincent and the Grenadines,1778,87694
Netherlands,1778,44856
Thailand,1778,87055
Guinea-Bissau,1778,32379
Maldives,1778,65729
Guinea,1778,29378
Cambodia,1778,55353
Tajikistan,1778,50996
Haiti,1778,15031
Monaco,1778,81072
San Marino,1778,66982
Equatorial Guinea,1778,37683
Kiribati,1778,18618
Comoros,1778,7587
Pakistan,1778,63790
Morocco,1778,32480
Burkina Faso,1778,99530
United Kingdom,1778,21527
Slovakia,1778,24569
Central African Republic,1778,12151
Montenegro,1778,72094
Costa Rica,1778,60174
Singapore,1778,45739
Indonesia,1778,33954
Sri Lanka,1778,36303
Barbados,1778,35700
Cyprus,1778,94036
Panama,1778,68568
Nauru,1778,67788
Serbia,1778,72045
Haiti,1778,38842
Egypt,1778,14900
Uruguay,1778,81059
Bangladesh,1778,2881
United Kingdom,1778,34037
Mozambique,1778,2630
Serbia,1778,21789
Pakistan,1778,89059
Brunei,1778,84494
Algeria,1778,47151
Taiwan,1778,49920
North Korea,1778,68231
Belarus,1778,81357
Iraq,1778,4262
Sweden,1778,67981
Czech Republic,1778,82972
Finland,1778,76485
Sierra Leone,1778,55722
Guinea-Bissau,1778,90499
Jordan,1778,51818
Equatorial Guinea,1778,30932
Solomon Islands,1778,7901
Equatorial Guinea,1778,9597
Australia,1778,64909
Uruguay,1778,73391
New Zealand,1778,85214
Jordan,1778,9263
Poland,1778,64293
Malaysia,1778,26805
Madagascar,1778,92679
Guinea,1778,12874
Peru,1778,94065
Congo,1778,87402
Hungary,1778,15079
Syria,1778,50850
Oman,1778,73779
Ethiopia,1778,96408
Oman,1778,10018
Nepal,1778,50500
Dominica,1778,13100
South Africa,1778,58021
Ecuador,1778,20800
Denmark,1778,64400
Kazakhstan,1778,93446
Montenegro,1778,30437
Kuwait,1778,77537
Belize,1778,47675
Somalia,1778,20942
South Africa,1778,21862
Cameroon,1778,12669
Equatorial Guinea,1778,54772
Iraq,1778,16916
Laos,1778,11878
North Macedonia,1778,3985
Iran,1778,98905
Vietnam,1778,74648
Tuvalu,1778,42235
United States,1778,19931
Denmark,1778,93876
Hungary,1778,1336
Timor-Leste,1778,43933
Montenegro,1778,85899
Bolivia,1778,46536
Laos,1778,70504
Bangladesh,1778,52148
Bosnia and Herzegovina,1778,17279
Mali,1778,69665
Greece,1778,72386
South Sudan,1778,87124
Greece,1778,78485
Kiribati,1778,75055
Zimbabwe,1778,92911
Philippines,1778,99618
San Marino,1778,78273
Moldova,1778,67670
Iceland,1778,77474
Italy,1778,55028
Equatorial Guinea,1778,91022
Zambia,1778,92632
Norway,1778,72128
Nicaragua,1778,19108
Timor-Leste,1778,53495
Zimbabwe,1778,83806
Philippines,1778,94185
Lebanon,1778,77533
India,1778,57830
Suriname,1778,75640
Argentina,1778,53509
Fiji,1778,67406
Argentina,1778,95220
Ukraine,1778,40519
Tajikistan,1778,50649
Morocco,1778,35524
Marshall Islands,1778,97493
Spain,1778,34885
Niger,1778,45369
New Zealand,1778,96402
Yemen,1778,31676
Nauru,1778,65093
Niger,1778,48764
Peru,1778,51799
Estonia,1778,80414
Japan,1778,94095
Equatorial Guinea,1778,73307
Peru,1778,83062
Thailand,1778,96432
Singapore,1778,32923
Egypt,1778,79388
Turkey,1778,48574
Djibouti,1778,44391
Czech Republic,1778,54664
Latvia,1778,68384
Argentina,1778,32027
Slovakia,1778,36464
North Korea,1778,35485
Brunei,1778,20456
Jamaica,1778,75795
Vietnam,1778,36554
South Africa,1778,47922
Nicaragua,1778,14409
Rwanda,1778,70327
Lesotho,1778,92400
Honduras,1778,37639
Belgium,1778,64627
Guinea,1778,84424
Madagascar,1778,20692
Kuwait,1778,90037
South Sudan,1778,79840
Botswana,1778,55200
Barbados,1778,94063
Israel,1778,58415
Angola,1778,19074
Sierra Leone,1778,16549
Madagascar,1778,30963
Afghanistan,1778,92456
Suriname,1778,97362
Afghanistan,1778,53265
Botswana,1778,17061
Costa Rica,1778,59226
Saint Kitts and Nevis,1778,29810
Equatorial Guinea,1778,61006
Spain,1778,23800
Pakistan,1778,76476
Cuba,1778,70460
Samoa,1778,58767
New Zealand,1778,29054
Kazakhstan,1778,76319
Belgium,1778,46397
Vatican City,1778,14233
Libya,1778,91020
Lesotho,1778,26068
Grenada,1778,66727
Russia,1778,91610
San Marino,1778,71453
Kiribati,1778,26832
Sri Lanka,1778,87242
Syria,1778,14682
Kiribati,1778,93298
Argentina,1778,24383
Tunisia,1778,59160
Ukraine,1778,94332
Lesotho,1778,24666
Greece,1778,59817
Czech Republic,1778,92198
Myanmar,1778,35642
Guatemala,1778,42830
Chile,1778,11234
New Zealand,1778,58616
Tanzania,1778,10221
Suriname,1778,12410
Papua New Guinea,1778,81055
Djibouti,1778,62413
Greece,1778,2051
Hungary,1778,76301
Canada,1778,77918
Bolivia,1778,79116
Mexico,1778,57563
Russia,1778,98859
Bhutan,1778,45757
Slovakia,1778,78475
Kyrgyzstan,1778,52257
Ghana,1778,96500
Angola,1778,1307
Timor-Leste,1778,57889
Denmark,1778,69895
Belgium,1778,96184
Niger,1778,36944
Iran,1778,39134
Cabo Verde,1778,28323
Nicaragua,1778,72762
Djibouti,1778,88225
San Marino,1778,97507
Costa Rica,1778,26954
Dominican Republic,1778,56021
Mongolia,1778,90959
Mexico,1778,96927
Israel,1778,80866
Chad,1778,71427
Benin,1778,5992
Croatia,1778,2961
Ukraine,1778,13497
Sudan,1778,33551
Honduras,1778,77384
Poland,1778,56755
Vanuatu,1778,14255
Bolivia,1778,5567
Indonesia,1778,49847
Sudan,1778,49003
Angola,1778,21389
Zimbabwe,1778,45523
Ethiopia,1778,62576
Kazakhstan,1778,44919
Burkina Faso,1778,83103
Mauritius,1778,4358
Suriname,1778,89535
Azerbaijan,1778,77524
Bosnia and Herzegovina,1778,98057
Slovakia,1778,6698
Greece,1778,67809
Moldova,1778,94079
Uruguay,1778,56805
Peru,1778,32349
South Sudan,1778,77777
Botswana,1778,51248
Lithuania,1778,76033
North Macedonia,1778,99239
Sri Lanka,1778,45041
Lesotho,1778,32954
Liberia,1778,9002
Ghana,1778,70783
Switzerland,1778,88234
Eritrea,1778,20738
Bhutan,1778,11703
Fiji,1778,50422
Bolivia,1778,84106
Mongolia,1778,62899
Jamaica,1778,13392
Maldives,1778,45724
Lithuania,1778,33299
Taiwan,1778,16641
Switzerland,1778,80534
Kiribati,1778,7305
Monaco,1778,99262
Brunei,1778,19782
Cyprus,1778,79257
Cambodia,1778,78963
Taiwan,1778,21566
Tunisia,1778,68766
Pakistan,1778,7511
Morocco,1778,27177
Liechtenstein,1778,5765
San Marino,1778,21354
Botswana,1778,24929
Lithuania,1778,29820
Argentina,1778,30523
Uruguay,1778,72088
France,1778,67163
Afghanistan,1779,78525
Jamaica,1779,14780
Greece,1779,7589
Ethiopia,1779,35812
Germany,1779,94664
Belgium,1779,46939
Singapore,1779,52493
Equatorial Guinea,1779,94326
United States,1779,41953
Solomon Islands,1779,66785
Chile,1779,20309
Andorra,1779,55195
Mongolia,1779,26901
Italy,1779,24576
Guatemala,1779,32508
Kiribati,1779,75711
Kazakhstan,1779,26464
Honduras,1779,61281
Rwanda,1779,17260
Guinea-Bissau,1779,36440
Cuba,1779,96082
Equatorial Guinea,1779,57683
Malta,1779,42430
Rwanda,1779,2987
Saint Vincent and the Grenadines,1779,26105
Singapore,1779,79484
Panama,1779,14026
Togo,1779,69309
Tanzania,1779,46927
Gambia,1779,76414
Laos,1779,58535
Jamaica,1779,43946
Venezuela,1779,57561
Costa Rica,1779,11377
Turkey,1779,54592
Austria,1779,8347
Comoros,1779,34776
Finland,1779,4783
China,1779,56798
Serbia,1779,5298
Dominican Republic,1779,71204
Bulgaria,1779,87207
Norway,1779,56161
Estonia,1779,61652
Slovenia,1779,35484
Barbados,1779,99614
Nepal,1779,21922
Spain,1779,35028
Dominica,1779,21316
Poland,1779,77996
Morocco,1779,17968
Iran,1779,31266
Djibouti,1779,96745
Thailand,1779,25000
Greece,1779,15011
Costa Rica,1779,3866
Guyana,1779,6898
Rwanda,1779,19395
Liberia,1779,40019
El Salvador,1779,5006
Italy,1779,35393
Iceland,1779,11956
Afghanistan,1779,51042
Kuwait,1779,97199
Slovakia,1779,7078
Samoa,1779,30631
United Kingdom,1779,96676
Jamaica,1779,63901
Slovenia,1779,70497
Gabon,1779,95813
Eswatini,1779,42574
Slovakia,1779,32417
Guinea,1779,89020
Colombia,1779,84639
Dominica,1779,66006
South Korea,1779,95881
Kenya,1779,40454
Burkina Faso,1779,2587
Myanmar,1779,55710
Cyprus,1779,87567
Singapore,1779,92748
Zimbabwe,1779,76886
Belgium,1779,19816
Vanuatu,1779,86824
Benin,1779,30432
Fiji,1779,49617
Czech Republic,1779,73373
Tunisia,1779,35217
Argentina,1779,21884
Dominica,1779,6454
Mauritius,1779,75960
Niger,1779,44618
Bolivia,1779,84948
Spain,1779,63671
Bahrain,1779,48111
Costa Rica,1779,40613
South Sudan,1779,86678
Ireland,1779,60993
Sao Tome and Principe,1779,9848
Colombia,1779,79672
Thailand,1779,67125
Montenegro,1779,87444
Australia,1779,62602
Bahamas,1779,73045
Paraguay,1779,43222
Vanuatu,1779,50223
Marshall Islands,1779,66333
Azerbaijan,1779,53732
Slovenia,1779,50420
Comoros,1779,76504
Grenada,1779,3462
New Zealand,1779,10460
Taiwan,1779,10275
Austria,1779,95213
Cabo Verde,1779,14269
Jordan,1779,66942
Egypt,1779,73920
Dominican Republic,1779,23553
North Macedonia,1779,25366
Syria,1779,45036
Somalia,1779,18369
Belarus,1779,12795
Tuvalu,1779,71021
Serbia,1779,69154
India,1779,31143
Micronesia,1779,30425
Guinea,1779,89209
Tonga,1779,76139
Bolivia,1779,6368
Botswana,1779,5621
Saudi Arabia,1779,59829
Nigeria,1779,61294
Jamaica,1779,15719
Cyprus,1779,30227
Togo,1779,8566
Colombia,1779,13306
Sierra Leone,1779,54822
Russia,1779,25042
Jamaica,1779,16086
South Sudan,1779,18387
Sao Tome and Principe,1779,28042
Tunisia,1779,90424
Australia,1779,52618
Brazil,1779,93050
Guinea,1779,19323
Nauru,1779,19019
Taiwan,1779,76426
Australia,1779,41863
Barbados,1779,11283
Bosnia and Herzegovina,1779,19279
Finland,1779,47999
United Kingdom,1779,63780
Uzbekistan,1779,23908
Estonia,1779,62584
Samoa,1779,51225
Mongolia,1779,38952
New Zealand,1779,38663
Guinea-Bissau,1779,62381
Sierra Leone,1779,48929
Hungary,1779,10343
Tanzania,1779,77173
Colombia,1779,40791
Vatican City,1779,30134
Honduras,1779,48101
Dominican Republic,1779,70443
Myanmar,1779,58530
Tuvalu,1779,47799
Nicaragua,1779,5827
Madagascar,1779,97143
Honduras,1779,63653
Bangladesh,1779,14699
Suriname,1779,92419
San Marino,1779,6313
Bulgaria,1779,14598
United Arab Emirates,1779,29807
Uruguay,1779,71423
Austria,1779,70390
Maldives,1779,46226
Seychelles,1779,60550
Jamaica,1779,81072
Israel,1779,4558
Nicaragua,1779,76308
Argentina,1779,51113
Dominican Republic,1779,53999
Serbia,1779,56878
Burkina Faso,1779,37343
Guyana,1779,59219
Sudan,1779,36186
Kazakhstan,1779,37966
Switzerland,1779,34769
Switzerland,1779,54218
Mali,1779,20229
Uzbekistan,1779,76209
Estonia,1779,28877
Armenia,1779,59001
Kiribati,1779,98137
Cuba,1779,39084
Greece,1779,82780
Nicaragua,1779,93892
Saint Lucia,1779,17806
Haiti,1779,89635
Turkey,1779,38034
Laos,1779,41317
Italy,1779,56468
Saint Lucia,1779,20094
Venezuela,1779,58796
Denmark,1779,11589
Singapore,1779,58221
Pakistan,1779,2657
Sao Tome and Principe,1779,99300
Zambia,1779,40531
Cambodia,1779,53227
Lebanon,1779,4164
Equatorial Guinea,1779,94078
Malta,1779,84973
Panama,1779,42247
Bahamas,1779,20601
Netherlands,1779,94966
Burkina Faso,1779,51599
Mauritania,1779,72545
Sweden,1779,5552
North Macedonia,1779,10417
El Salvador,1779,59579
Moldova,1779,69207
Colombia,1779,73055
Albania,1779,79270
Japan,1779,4722
Benin,1779,71442
Finland,1779,96632
Nepal,1779,41031
Grenada,1779,80235
Montenegro,1779,22438
Brazil,1779,59819
Mauritania,1779,44856
South Africa,1779,34576
Malaysia,1779,42938
Congo,1779,50028
Djibouti,1779,60807
Vatican City,1779,50877
Guatemala,1779,98783
Argentina,1779,44461
Tanzania,1779,94474
Spain,1779,41469
Grenada,1779,84136
Liberia,1779,21435
Chad,1779,85117
Kyrgyzstan,1779,15191
Slovenia,1779,85726
Comoros,1779,28386
Gambia,1779,32721
Indonesia,1779,55786
Liechtenstein,1779,14704
Ghana,1779,57635
Tonga,1779,3123
United States,1779,91710
Bosnia and Herzegovina,1779,63993
Algeria,1779,81122
Lithuania,1779,98512
Madagascar,1779,26416
South Africa,1779,2814
Kazakhstan,1779,79537
Estonia,1779,51258
Serbia,1779,17508
Belize,1779,86166
Saudi Arabia,1779,79916
Austria,1779,36699
Mexico,1779,47335
Romania,1779,47806
Morocco,1779,78853
Vatican City,1779,64768
Mongolia,1779,36739
Liechtenstein,1779,35785
Kazakhstan,1779,32980
Monaco,1779,90335
Ecuador,1779,95702
Togo,1779,86016
Egypt,1779,2609
Vanuatu,1779,67253
Namibia,1779,86481
Latvia,1779,92128
Cyprus,1779,29141
Austria,1779,31009
North Korea,1779,7782
Austria,1779,93072
Papua New Guinea,1779,26933
Marshall Islands,1779,78154
Nauru,1779,9307
Dominican Republic,1779,93207
Tuvalu,1779,76874
Switzerland,1779,39346
Uruguay,1779,51772
Kuwait,1779,73084
Slovenia,1779,41149
Cyprus,1779,87700
Iran,1779,28526
Tunisia,1779,97758
Congo,1779,86712
Uruguay,1779,69477
Jamaica,1779,6695
Slovakia,1779,40169
Namibia,1780,48947
Kenya,1780,48224
Central African Republic,1780,46865
Panama,1780,26553
Sao Tome and Principe,1780,61410
Tonga,1780,91895
Panama,1780,25816
Afghanistan,1780,56026
Namibia,1780,51705
Mozambique,1780,62922
Mexico,1780,74914
Costa Rica,1780,2881
Gambia,1780,40567
Cambodia,1780,48365
Seychelles,1780,80211
Bolivia,1780,71122
Burundi,1780,26006
Israel,1780,42198
Netherlands,1780,23831
Afghanistan,1780,17459
Colombia,1780,33443
Bhutan,1780,43316
Jordan,1780,97131
Egypt,1780,65486
Iceland,1780,6877
El Salvador,1780,40553
Finland,1780,5922
Maldives,1780,5686
Cabo Verde,1780,33766
Mozambique,1780,80943
Guinea-Bissau,1780,33006
Guinea,1780,32422
Palau,1780,13205
Micronesia,1780,87590
Panama,1780,24527
Saint Vincent and the Grenadines,1780,19443
Bahamas,1780,17524
Kyrgyzstan,1780,29202
Panama,1780,66552
Montenegro,1780,47142
Equatorial Guinea,1780,62692
Australia,1780,83384
Nauru,1780,21855
New Zealand,1780,84747
Nepal,1780,61372
Guinea,1780,26095
Suriname,1780,39724
Portugal,1780,50241
Philippines,1780,53003
Turkey,1780,69379
Mali,1780,95837
Vietnam,1780,92996
Mali,1780,98454
Sweden,1780,95283
Ghana,1780,16972
Mozambique,1780,94846
Serbia,1780,23927
Cambodia,1780,67630
Solomon Islands,1780,53347
Malta,1780,89860
Netherlands,1780,87210
Spain,1780,70518
South Korea,1780,46283
Vatican City,1780,82326
Palau,1780,13205
Oman,1780,90874
Tanzania,1780,13748
Russia,1780,22097
Austria,1780,4092
Bahamas,1780,54311
Eswatini,1780,23692
Mozambique,1780,24862
Sudan,1780,91396
El Salvador,1780,80507
Burundi,1780,81152
Mauritania,1780,71469
South Sudan,1780,5926
